SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,20 Shady Ln,Hillsborough,CA,94010,3998000,4,3.0,HILLSBOROUGH,2020,16159,1956,12,1979,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Hillsborough/20-Shady-Ln-94010/home/1377022,MLSListings,ML81922755,N,Y,37.5459509,-122.358021
MLS Listing,,Single Family Residential,1278 N Central Ave,San Jose,CA,95128,2798000,5,3.0,SAN JOSE,3226,8579,1964,12,867,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1278-N-Central-Ave-95128/home/1765061,MLSListings,ML81912446,N,Y,37.305807,-121.9431559
MLS Listing,,Single Family Residential,1489 Woodland Ave,Menlo Park,CA,94025,3495000,3,3.5,MENLO PARK,3115,10005,1940,12,1122,,Active,April-9-2023 01:30 PM,April-9-2023 04:30 PM,https://www.redfin.com/CA/Menlo-Park/1489-Woodland-Ave-94025/home/1425324,MLSListings,ML81922746,N,Y,37.458129,-122.1463746
MLS Listing,,Single Family Residential,10 Cathy Pl,Menlo Park,CA,94025,3988000,3,2.0,MENLO PARK,2170,11040,1950,12,1838,,Active,April-16-2023 01:30 PM,April-16-2023 04:30 PM,https://www.redfin.com/CA/Menlo-Park/10-Cathy-Pl-94025/home/1947961,MLSListings,ML81922745,N,Y,37.4424907,-122.186606
MLS Listing,,Single Family Residential,1748 Egret Ct,Hayward,CA,94544-4908,865000,3,2.0,Eden,1232,8736,1965,14,702,,Active,,,https://www.redfin.com/CA/Hayward/1748-Egret-Ct-94545/home/826273,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41022496,N,Y,37.6207156,-122.0779402
MLS Listing,,Single Family Residential,4974 Shiloh Pl,San Jose,CA,95138,3200000,5,4.5,SAN JOSE,3910,14330,2003,14,818,125,Active,,,https://www.redfin.com/CA/San-Jose/4974-Shiloh-Pl-95138/home/1044973,MLSListings,ML81910494,N,Y,37.2903445,-121.7901051
MLS Listing,,Single Family Residential,535 Tennyson Ave,Palo Alto,CA,94301,6375000,4,3.5,PALO ALTO,3800,9995,1992,14,1678,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/535-Tennyson-Ave-94301/home/1651513,MLSListings,ML81922686,N,Y,37.4388152,-122.1427371
MLS Listing,,Single Family Residential,5797 Algonquin Way,San Jose,CA,95138,3388000,4,3.5,SAN JOSE,3509,9213,1996,15,966,190,Active,,,https://www.redfin.com/CA/San-Jose/5797-Algonquin-Way-95138/home/976533,MLSListings,ML81922605,N,Y,37.2713516,-121.762688
MLS Listing,,Single Family Residential,2612 Graceland Ave,San Carlos,CA,94070,4098000,5,4.0,SAN CARLOS,3975,15488,1980,15,1031,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Carlos/2612-Graceland-Ave-94070/home/1741744,MLSListings,ML81922562,N,Y,37.4883793,-122.2688226
MLS Listing,,Single Family Residential,100 Shooting Star Isle,Foster City,CA,94404,3888000,5,3.5,FOSTER CITY,4119,17376,1975,15,944,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Foster-City/100-Shooting-Star-Isle-94404/home/2041473,MLSListings,ML81921850,N,Y,37.56007,-122.256864
MLS Listing,,Single Family Residential,17330 Parkside Ct,Monte Sereno,CA,95030,3950000,5,3.0,MONTE SERENO,3802,9148,1979,16,1039,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Monte-Sereno/17330-Parkside-Ct-95030/home/824456,MLSListings,ML81922010,N,Y,37.2456423,-121.9751934
MLS Listing,,Single Family Residential,115 Wika Ranch Ct,Redwood City,CA,94062,4900000,5,4.5,REDWOOD CITY,3928,19160,2022,16,1247,307,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Redwood-City/115-Wika-Ranch-Ct-94062/home/175875571,MLSListings,ML81922511,N,Y,37.457337,-122.264854
MLS Listing,,Single Family Residential,76 Fairview Ave,Atherton,CA,94027,9880000,5,5.0,ATHERTON,5076,40569,1989,16,1946,,Active,,,https://www.redfin.com/CA/Atherton/76-Fairview-Ave-94027/home/883721,MLSListings,ML81922474,N,Y,37.440033,-122.2120088
MLS Listing,,Single Family Residential,1506 Cherry Garden Ln,San Jose,CA,95125,3189000,5,3.5,SAN JOSE,2537,8321,1963,16,1257,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1506-Cherry-Garden-Ln-95125/home/1385414,MLSListings,ML81921236,N,Y,37.2799227,-121.8960602
MLS Listing,,Single Family Residential,34329 Palomares Rd,Castro Valley,CA,94552,3595000,5,3.5,Castro Valley,3977,435000,1978,17,904,,Active,,,https://www.redfin.com/CA/Castro-Valley/34329-Palomares-Rd-94552/home/22680932,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41022194,N,Y,37.6354736,-121.9570207
MLS Listing,,Single Family Residential,10036 Crescent Rd,Cupertino,CA,95014,4788800,5,4.0,CUPERTINO,3445,8975,2022,17,1390,,Active,April-8-2023 01:30 AM,April-8-2023 04:30 PM,https://www.redfin.com/CA/Cupertino/10036-Crescent-Rd-95014/home/168878668,MLSListings,ML81922311,N,Y,37.3235465,-122.0630151
MLS Listing,,Multi-Family (2-4 Unit),592-594 Harvard Ave,Santa Clara,CA,95051,1950000,5,3.0,SANTA CLARA,2202,8598,1966,17,886,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/592-Harvard-Ave-95051/home/1672727,MLSListings,ML81922000,N,Y,37.332682,-121.995152
MLS Listing,,Single Family Residential,7 Cypress Ct,Los Altos,CA,94022,4788000,4,2.5,LOS ALTOS,3087,11600,1972,17,1551,,Active,April-15-2023 01:30 PM,April-15-2023 04:30 PM,https://www.redfin.com/CA/Los-Altos/7-Cypress-Ct-94022/home/547708,MLSListings,ML81922295,N,Y,37.3817604,-122.1248142
MLS Listing,,Single Family Residential,13332 Lennox Way,Los Altos Hills,CA,94022,4350000,4,2.5,LOS ALTOS HILLS,2794,25918,1963,17,1557,,Active,April-8-2023 01:30 PM,April-8-2023 04:30 PM,https://www.redfin.com/CA/Los-Altos-Hills/13332-Lennox-Way-94022/home/639164,MLSListings,ML81922293,N,Y,37.3727714,-122.120688
MLS Listing,,Condo/Co-op,320 Peninsula Ave #206,San Mateo,CA,94401,650000,1,1.5,Peninsula Plaza,952,50207,1987,18,683,470,Active,,,https://www.redfin.com/CA/San-Mateo/320-Peninsula-Ave-94401/unit-206/home/2059434,MetroList,423728903,N,Y,37.5777519,-122.3378981
MLS Listing,,Condo/Co-op,3959 Valerian Ter,Fremont,CA,94538,1299000,4,4.0,Fremont,1975,8549,2019,18,658,292,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Fremont/3959-Valerian-Ter-94538/home/168829439,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41021812,N,Y,37.5356613,-121.9620094
MLS Listing,,Single Family Residential,48 Patricia Dr,Atherton,CA,94027,12850000,4,5.5,ATHERTON,7559,52010,1995,19,1700,,Active,,,https://www.redfin.com/CA/Atherton/48-Patricia-Dr-94027/home/851899,MLSListings,ML81922111,N,Y,37.4624968,-122.2124926
MLS Listing,,Single Family Residential,20520 Montalvo Heights Dr,Saratoga,CA,95070,7888000,5,4.5,SARATOGA,4660,88072,2019,19,1693,,Active,April-8-2023 11:00 AM,April-8-2023 01:00 PM,https://www.redfin.com/CA/Saratoga/20520-Montalvo-Heights-Dr-95070/home/1841059,MLSListings,ML81920186,N,Y,37.2477733,-122.0328018
MLS Listing,,Single Family Residential,76 Logan Ln,Atherton,CA,94027,7995000,4,3.5,ATHERTON,3870,55575,1957,19,2066,,Active,,,https://www.redfin.com/CA/Atherton/76-Logan-Ln-94027/home/1823722,MLSListings,ML81922075,N,Y,37.464393,-122.2163154
MLS Listing,,Vacant Land,ELVA Ave,Saratoga,CA,95070,2200000,,,Saratoga,,15000,,19,,,Active,,,https://www.redfin.com/CA/Saratoga/Elva-Ave-95070/home/160823484,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41021978,N,Y,37.261506,-122.038029
MLS Listing,,Single Family Residential,23 Flood Cir,Atherton,CA,94027,14995000,6,6.5,ATHERTON,7825,36200,2002,19,1916,,Active,,,https://www.redfin.com/CA/Atherton/23-Flood-Cir-94027/home/2057442,MLSListings,ML81922050,N,Y,37.4685309,-122.1811903
MLS Listing,,Single Family Residential,836 Harvard Ave,Menlo Park,CA,94025,7998000,7,7.5,MENLO PARK,4864,8400,2022,19,1644,,Active,,,https://www.redfin.com/CA/Menlo-Park/836-Harvard-Ave-94025/home/1454971,MLSListings,ML81922046,N,Y,37.4453481,-122.1756471
MLS Listing,,Single Family Residential,12290 Saratoga Creek Dr,Saratoga,CA,95070,3495000,4,2.5,SARATOGA,2714,13618,1968,19,1288,,Active,April-8-2023 12:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Saratoga/12290-Saratoga-Creek-Dr-95070/home/569281,MLSListings,ML81921169,N,Y,37.2890341,-122.0026466
MLS Listing,,Single Family Residential,2266 Plummer Ave,San Jose,CA,95125,3288888,5,5.5,SAN JOSE,3705,8926,2013,20,888,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/2266-Plummer-Ave-95125/home/1064029,MLSListings,ML81922036,N,Y,37.2846637,-121.9001282
MLS Listing,,Single Family Residential,3826 Naughton Ave,Belmont,CA,94002,3898000,4,3.5,BELMONT,2965,8250,2020,22,1315,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Belmont/3826-Naughton-Ave-94002/home/146727290,MLSListings,ML81921884,N,Y,37.5142029,-122.3193833
MLS Listing,,Single Family Residential,5581 Country Club Pkwy,San Jose,CA,95138,3490000,4,3.5,SAN JOSE,4299,19323,2001,22,812,130,Active,,,https://www.redfin.com/CA/San-Jose/5581-Country-Club-Pkwy-95138/home/1104575,MLSListings,ML81911880,N,Y,37.2711313,-121.7730147
MLS Listing,,Single Family Residential,1260 Albion Ln,Sunnyvale,CA,94087,2599988,4,2.0,SUNNYVALE,1986,8712,1977,22,1309,,Active,April-8-2023 01:00 PM,April-8-2023 04:30 PM,https://www.redfin.com/CA/Sunnyvale/1260-Albion-Ln-94087/home/768425,MLSListings,ML81921835,N,Y,37.3516119,-122.0612616
MLS Listing,,Single Family Residential,1098 S Genevieve Ln,San Jose,CA,95128,2298000,4,3.5,SAN JOSE,2768,8986,1960,23,830,,Active,April-8-2023 01:00 PM,April-8-2023 04:30 PM,https://www.redfin.com/CA/San-Jose/1098-S-Genevieve-Ln-95128/home/1502319,MLSListings,ML81921804,N,Y,37.30718,-121.9420893
MLS Listing,,Single Family Residential,177 Alamos Rd,Portola Valley,CA,94028,7895000,1,2.0,PORTOLA VALLEY,2390,140289,1992,23,3303,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Portola-Valley/177-Alamos-Rd-94028/home/2009652,MLSListings,ML81921745,N,Y,37.3941819,-122.1954016
MLS Listing,,Single Family Residential,2280 Ralston Ave,Belmont,CA,94002,4895000,5,5.5,BELMONT,4050,24913,2022,23,1209,,Active,,,https://www.redfin.com/CA/Belmont/2280-Ralston-Ave-94002/home/182326953,MLSListings,ML81921739,N,Y,37.5115282,-122.2998501
MLS Listing,,Single Family Residential,1560 Wakefield Ter,Los Altos,CA,94024,3800000,4,3.0,LOS ALTOS,2752,10587,1956,23,1381,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Los-Altos/1560-Wakefield-Ter-94024/home/649745,MLSListings,ML81921687,N,Y,37.3524388,-122.0698292
MLS Listing,,Single Family Residential,40 Crescent Dr,Palo Alto,CA,94301,10250000,6,5.0,PALO ALTO,4898,17066,1936,23,2093,,Active,,,https://www.redfin.com/CA/Palo-Alto/40-Crescent-Dr-94301/home/1158434,MLSListings,ML81921683,N,Y,37.4570585,-122.1450882
MLS Listing,,Single Family Residential,12953 W Sunset Dr,Los Altos Hills,CA,94022,7998000,5,3.5,LOS ALTOS HILLS,4356,45249,1967,23,1836,,Active,,,https://www.redfin.com/CA/Los-Altos-Hills/12953-W-Sunset-Dr-94022/home/1855163,MLSListings,ML81921682,N,Y,37.3705239,-122.1262217
MLS Listing,,Condo/Co-op,2348 Kinetic Cmn #207,Fremont,CA,94538,1185000,2,2.0,Warm Springs,1766,25376,2021,23,671,620,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Fremont/2348-Kinetic-Cmn-94539/unit-207/home/148052610,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41020495,N,Y,37.5049446,-121.9352036
MLS Listing,,Single Family Residential,130 Tuscaloosa Ave,Atherton,CA,94027,9695000,5,4.5,ATHERTON,4670,38768,1936,24,2076,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Atherton/130-Tuscaloosa-Ave-94027/home/1754033,MLSListings,ML81921607,N,Y,37.4558508,-122.2094781
MLS Listing,,Single Family Residential,67 Rosewood Dr,Atherton,CA,94027,12500000,7,8.5,ATHERTON,10345,41638,2010,24,1208,,Active,,,https://www.redfin.com/CA/Atherton/67-Rosewood-Dr-94027/home/851112,MLSListings,ML81921602,N,Y,37.473371,-122.177217
MLS Listing,,Single Family Residential,7832 Foothill Rd,Pleasanton,CA,94566,3988000,5,3.5,Pleasanton,4477,40000,1993,24,891,,Active,,,https://www.redfin.com/CA/Pleasanton/7832-Foothill-Rd-94566/home/1473891,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41021565,N,Y,37.6286952,-121.8850335
MLS Listing,,Multi-Family (2-4 Unit),3309-3311 Shasta Dr,San Mateo,CA,94403,2850000,4,4.0,SAN MATEO,3550,13600,1964,25,803,,Active,,,https://www.redfin.com/CA/San-Mateo/3309-Shasta-Dr-94403/home/748978,MLSListings,ML81921485,N,Y,37.5304711,-122.3259055
MLS Listing,,Single Family Residential,909 Schiele Ave,San Jose,CA,95126,2599000,5,4.0,SAN JOSE,3683,8823,1889,25,706,,Active,April-8-2023 01:30 PM,April-8-2023 04:30 PM,https://www.redfin.com/CA/San-Jose/909-Schiele-Ave-95126/home/705591,MLSListings,ML81921469,N,Y,37.3373484,-121.9143541
MLS Listing,,Single Family Residential,1015 Willow Glen Way,San Jose,CA,95125,4358000,6,5.5,SAN JOSE,4740,8169,2023,26,919,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1015-Willow-Glen-Way-95125/home/840533,MLSListings,ML81919609,N,Y,37.301778,-121.8926256
MLS Listing,,Single Family Residential,598 Ginkgo Ter,Fremont,CA,94539,1748000,4,3.5,Fremont,2045,14307,2009,26,855,115,Active,April-9-2023 02:00 PM,April-9-2023 04:00 PM,https://www.redfin.com/CA/Fremont/598-Ginkgo-Ter-94539/home/22962615,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41021430,N,Y,37.4612066,-121.9182655
MLS Listing,,Single Family Residential,20301 La Paloma Ave,Saratoga,CA,95070,2595000,3,2.5,SARATOGA,1528,10050,1942,26,1698,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Saratoga/20301-La-Paloma-Ave-95070/home/810072,MLSListings,ML81921427,N,Y,37.2599251,-122.0282994
MLS Listing,,Multi-Family (5+ Unit),2760-70 Melendy Dr,San Carlos,CA,94070,8850000,18,27.0,SAN CARLOS,27000,39000,1964,26,328,,Active,,,https://www.redfin.com/CA/San-Carlos/2760-Melendy-Dr-94070/home/1461831,MLSListings,ML81921390,N,Y,37.4924326,-122.2760427
MLS Listing,,Townhouse,924 Woodside Rd,Redwood City,CA,94061,1950000,3,3.0,REDWOOD CITY,2015,13630,2023,29,968,560,Active,April-9-2023 02:00 PM,April-9-2023 04:00 PM,https://www.redfin.com/CA/Redwood-City/924-Woodside-Rd-94061/home/184682404,MLSListings,ML81921262,N,Y,37.4646203,-122.2251233
MLS Listing,,Single Family Residential,17203 Eaton Ln,Monte Sereno,CA,95030,4295000,5,3.0,699 - Not Defined,2985,13905,1976,29,1439,,Active,April-8-2023 02:00 PM,April-8-2023 04:30 PM,https://www.redfin.com/CA/Monte-Sereno/17203-Eaton-Ln-95030/home/1235160,CRMLS,FR23040431,N,Y,37.2496197,-121.9709773
MLS Listing,,Single Family Residential,930 High Rd,Woodside,CA,94062,7988000,6,5.5,WOODSIDE,4405,70044,1995,29,1813,,Active,,,https://www.redfin.com/CA/Woodside/930-High-Rd-94062/home/877321,MLSListings,ML81919164,N,Y,37.4425168,-122.2398093
MLS Listing,,Single Family Residential,831 Arroyo Rd,Los Altos,CA,94024,6980000,5,4.5,LOS ALTOS,3619,13117,2023,29,1929,,Active,,,https://www.redfin.com/CA/Los-Altos/831-Arroyo-Rd-94024/home/1691618,MLSListings,ML81921025,N,Y,37.3821697,-122.0910011
MLS Listing,,Single Family Residential,204 Devonshire Blvd,San Carlos,CA,94070,4898000,6,5.0,SAN CARLOS,4556,13300,1937,29,1075,,Active,April-9-2023 02:00 PM,April-9-2023 04:00 PM,https://www.redfin.com/CA/San-Carlos/204-Devonshire-Blvd-94070/home/780570,MLSListings,ML81921187,N,Y,37.4985423,-122.2808713
MLS Listing,,Condo/Co-op,1445 Fruitdale Ave #115,San Jose,CA,95128,770000,2,2.0,SAN JOSE,1216,511216226560,2009,30,633,501,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1445-Fruitdale-Ave-95128/unit-115/home/21651502,MLSListings,ML81920986,N,Y,37.3113172,-121.9162433
MLS Listing,,Single Family Residential,1066 Cross Springs Ct,San Jose,CA,95120,2448998,4,3.0,SAN JOSE,3273,8085,1979,31,748,,Active,,,https://www.redfin.com/CA/San-Jose/1066-Cross-Springs-Ct-95120/home/1810215,MLSListings,ML81921020,N,Y,37.2352216,-121.8716211
MLS Listing,,Single Family Residential,1122 Nevada Ave,San Jose,CA,95125,4699000,4,3.5,SAN JOSE,5242,12552,2000,31,896,,Active,,,https://www.redfin.com/CA/San-Jose/1122-Nevada-Ave-95125/home/1452572,MLSListings,ML81919912,N,Y,37.3003617,-121.8964381
MLS Listing,,Single Family Residential,10146 Alpine Dr,Cupertino,CA,95014,5500000,8,8.0,CUPERTINO,4550,10897,1975,31,1209,,Active,,,https://www.redfin.com/CA/Cupertino/10146-Alpine-Dr-95014/home/182326651,MLSListings,ML81920880,N,Y,37.3254346,-122.0662113
MLS Listing,,Single Family Residential,1510 Hillview Dr,Los Altos,CA,94024,6395000,4,4.5,LOS ALTOS,4311,27880,2005,31,1483,,Active,,,https://www.redfin.com/CA/Los-Altos/1510-Hillview-Dr-94024/home/1238543,MLSListings,ML81920893,N,Y,37.3544042,-122.1035003
MLS Listing,,Single Family Residential,7183 Calais Pl,Newark,CA,94560,1988888,5,3.0,Lido Faire,2717,10164,1961,32,732,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Newark/7183-Calais-Pl-94560/home/853221,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41020812,N,Y,37.5382999,-122.0503032
MLS Listing,,Condo/Co-op,39940 Fremont Blvd #6,Fremont,CA,94538,441111,1,1.0,Downtown Fremont,730,129105,1972,32,604,445,Active,,,https://www.redfin.com/CA/Fremont/39940-Fremont-Blvd-94538/unit-6/home/183055739,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41014904,N,Y,37.542077,-121.973889
MLS Listing,,Condo/Co-op,39109 Guardino Dr #239,Fremont,CA,94538,559999,2,1.0,FREMONT,857,266151,1987,32,653,614,Active,,,https://www.redfin.com/CA/Fremont/39109-Guardino-Dr-94538/unit-239/home/1538217,MLSListings,ML81920826,N,Y,37.5581389,-121.971217
MLS Listing,,Condo/Co-op,42111 Osgood Rd #214,Fremont,CA,94539,643800,2,2.0,FREMONT,906,,2022,32,711,552,Active,,,https://www.redfin.com/CA/Fremont/42111-Osgood-Rd-94539/unit-214/home/168829520,MLSListings,ML81918459,N,Y,37.5279134,-121.9512306
MLS Listing,,Single Family Residential,1569 Via Di Salerno,Pleasanton,CA,94566,5900000,6,6.0,Ruby Hill,8300,30097,2003,32,711,275,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Pleasanton/1569-Via-Di-Salerno-94566/home/1584317,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41020694,N,Y,37.6354299,-121.8107524
MLS Listing,,Single Family Residential,14288 Capri Dr,Los Gatos,CA,95032,2250000,3,2.0,LOS GATOS,1550,23270,1941,33,1452,,Active,,,https://www.redfin.com/CA/Los-Gatos/14288-Capri-Dr-95032/home/820471,MLSListings,ML81920755,N,Y,37.2607442,-121.9632415
MLS Listing,,Single Family Residential,1516 Newport Ave,San Jose,CA,95125,5100000,4,3.5,SAN JOSE,4970,52272,1876,33,1026,,Active,,,https://www.redfin.com/CA/San-Jose/1516-Newport-Ave-95125/home/1582736,MLSListings,ML81920695,N,Y,37.2998598,-121.8992391
MLS Listing,,Single Family Residential,595 Morey Dr,Menlo Park,CA,94025,3688000,3,2.0,MENLO PARK,1240,8000,1945,33,2974,,Active,,,https://www.redfin.com/CA/Menlo-Park/595-Morey-Dr-94025/home/1091594,MLSListings,ML81920668,N,Y,37.4492719,-122.1804747
MLS Listing,,Vacant Land,11435 Clayton Rd,San Jose,CA,95127,450000,,,San Jose,,51837,,33,,,Active,,,https://www.redfin.com/CA/San-Jose/11435-Clayton-Rd-95127/home/44635939,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41020834,N,Y,37.3581473,-121.7921634
MLS Listing,,Single Family Residential,2135 Emerson St,Palo Alto,CA,94301,11995000,7,6.5,PALO ALTO,5588,10000,2022,34,2147,,Active,,,https://www.redfin.com/CA/Palo-Alto/2135-Emerson-St-94301/home/1135867,MLSListings,ML81919830,N,Y,37.4319112,-122.1420273
MLS Listing,,Vacant Land,231 Cavalo Ct,Fremont,CA,94539,1890000,,,Fremont,,13308,,35,,225,Active,,,https://www.redfin.com/CA/Fremont/231-Cavalo-Ct-94539/home/168827144,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41020785,N,Y,37.545724,-121.927975
MLS Listing,,Single Family Residential,20150 Cherry Ln,Saratoga,CA,95070,3500000,4,2.0,SARATOGA,2360,11550,1958,36,1483,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Saratoga/20150-Cherry-Ln-95070/home/1535820,MLSListings,ML81920569,N,Y,37.2861223,-122.0256523
MLS Listing,,Single Family Residential,2 Homs Ct,Hillsborough,CA,94010,11888000,6,6.5,HILLSBOROUGH,8811,33976,1986,36,1349,,Active,,,https://www.redfin.com/CA/Hillsborough/2-Homs-Ct-94010/home/1377180,MLSListings,ML81920512,N,Y,37.5638765,-122.3361269
MLS Listing,,Single Family Residential,13770 Robleda Rd,Los Altos Hills,CA,94022,10985000,5,5.5,LOS ALTOS HILLS,4984,59469,1950,36,2204,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Los-Altos-Hills/13770-Robleda-Rd-94022/home/1487870,MLSListings,ML81920482,N,Y,37.3787049,-122.1261957
MLS Listing,,Single Family Residential,1550 PORTOLA Rd,Woodside,CA,94062,15800000,5,5.5,WOODSIDE,8238,305791,1915,36,1918,,Active,,,https://www.redfin.com/CA/Woodside/1550-Portola-Rd-94062/home/1525089,MLSListings,ML81920461,N,Y,37.3967544,-122.2443648
MLS Listing,,Single Family Residential,1385 Canada Rd,Woodside,CA,94062,12995000,4,4.0,WOODSIDE,7755,174240,2011,37,1676,,Active,,,https://www.redfin.com/CA/Woodside/1385-Canada-Rd-94062/home/894824,MLSListings,ML81918217,N,Y,37.4343673,-122.2551528
MLS Listing,,Single Family Residential,2586 Cottle Ave,San Jose,CA,95125,2599000,3,3.0,SAN JOSE,2457,15777,1951,37,1058,,Active,,,https://www.redfin.com/CA/San-Jose/2586-Cottle-Ave-95125/home/840634,MLSListings,ML81917054,N,Y,37.2810104,-121.8889352
MLS Listing,,Single Family Residential,15193 Cooper Ave,San Jose,CA,95124,1898000,3,2.0,SAN JOSE,1413,8540,1953,37,1343,,Active,,,https://www.redfin.com/CA/San-Jose/15193-Cooper-Ave-95124/home/835952,MLSListings,ML81920038,N,Y,37.2478809,-121.9387116
MLS Listing,,Single Family Residential,15401 Madrone Hill Rd,Saratoga,CA,95070,4850000,4,3.0,SARATOGA,3690,56675,1972,37,1314,,Active,April-8-2023 01:30 PM,April-8-2023 04:30 PM,https://www.redfin.com/CA/Saratoga/15401-Madrone-Hill-Rd-95070/home/1519313,MLSListings,ML81913316,N,Y,37.244747,-122.028561
MLS Listing,,Single Family Residential,14381 Miranda Way,Los Altos Hills,CA,94022,4995000,3,2.5,LOS ALTOS HILLS,2519,43435,1954,38,1983,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Los-Altos-Hills/14381-Miranda-Way-94022/home/768819,MLSListings,ML81897702,N,Y,37.386838,-122.1294061
MLS Listing,,Single Family Residential,16172 Rose Ave,Monte Sereno,CA,95030,6625000,4,4.0,MONTE SERENO,5104,17643,2015,38,1298,,Active,,,https://www.redfin.com/CA/Monte-Sereno/16172-Rose-Ave-95030/home/52672693,MLSListings,ML81918802,N,Y,37.2327912,-121.9846562
MLS Listing,,Single Family Residential,351 Martens Ave,Mountain View,CA,94040,6150000,6,6.5,MOUNTAIN VIEW,4012,15288,2022,38,1533,,Active,,,https://www.redfin.com/CA/Mountain-View/351-Martens-Ave-94040/home/181233993,MLSListings,ML81908519,N,Y,37.3743551,-122.0732214
