SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,94 Melanie Ln,Atherton,CA,94027,25000000,7,10.0,ATHERTON,11656,44370,2022,77,2145,,Active,,,https://www.redfin.com/CA/Atherton/Undisclosed-address-94027/home/896262,MLSListings,ML81914356,N,Y,37.4387214,-122.2300906
MLS Listing,,Single Family Residential,770 S San Tomas Aquino Rd,Campbell,CA,95008,1799000,4,2.0,CAMPBELL,1234,8692,1955,77,1458,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Campbell/770-S-San-Tomas-Aquino-Rd-95008/home/830677,MLSListings,ML81916637,N,Y,37.2760827,-121.9707504
MLS Listing,,Single Family Residential,155 Brookwood Rd,Woodside,CA,94062,5980000,5,3.0,Woodside,3000,45269,1953,77,1993,150,Active,,,https://www.redfin.com/CA/Woodside/155-Brookwood-Rd-94062/home/1995921,San Francisco MLS,423716900,N,Y,37.4456612,-122.2460307
MLS Listing,,Single Family Residential,340 Coleridge Ave,Palo Alto,CA,94301,13880000,5,4.0,PALO ALTO,3477,15000,1915,78,3992,,Active,,,https://www.redfin.com/CA/Palo-Alto/340-Coleridge-Ave-94301/home/1706774,MLSListings,ML81916751,N,Y,37.4377575,-122.1471508
MLS Listing,,Single Family Residential,2149 Hillcrest Rd,Redwood City,CA,94062,2700000,4,4.0,REDWOOD CITY,3778,11700,1958,79,715,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Redwood-City/2149-Hillcrest-Rd-94062/home/1984027,MLSListings,ML81916669,N,Y,37.473772,-122.2588086
MLS Listing,,Multi-Family (2-4 Unit),1952 Menalto Ave,Menlo Park,CA,94025,3495000,7,4.0,MENLO PARK,5045,18445,1948,80,693,,Active,,,https://www.redfin.com/CA/Menlo-Park/1952-Menalto-Ave-94025/home/868493,MLSListings,ML81916464,N,Y,37.4599763,-122.15152
MLS Listing,,Multi-Family (2-4 Unit),1950 Menalto Ave,Menlo Park,CA,94025,2495000,3,2.0,MENLO PARK,1340,10270,1921,80,1862,,Active,,,https://www.redfin.com/CA/Menlo-Park/1950-Menalto-Ave-94025/home/866297,MLSListings,ML81916462,N,Y,37.4598939,-122.1520373
MLS Listing,,Single Family Residential,75 Tobin Clark Dr,Hillsborough,CA,94010,4725500,4,3.5,Hillsborough,3720,25200,1978,81,1270,,Active,,,https://www.redfin.com/CA/Hillsborough/75-Tobin-Clark-Dr-94010/home/1200457,CRMLS,IV23006272,N,Y,37.5442107,-122.33471
MLS Listing,,Vacant Land,29831 Clearbrook Cir,Hayward,CA,94544,4900000,,,Hayward,,269909,,81,,,Active,,,https://www.redfin.com/CA/Hayward/29831-Clearbrook-Cir-94544/home/1685596,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41017179,N,Y,37.6309363,-122.0395733
MLS Listing,,Single Family Residential,10 Percheron Pl,Hillsborough,CA,94010,5288000,4,3.0,HILLSBOROUGH,2990,27878,1972,82,1769,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Hillsborough/10-Percheron-Pl-94010/home/2057883,MLSListings,ML81916302,N,Y,37.548007,-122.3353078
MLS Listing,,Condo/Co-op,1998 Montecito Ave,Mountain View,CA,94043,1718000,3,3.0,MOUNTAIN VIEW,1355,,2023,85,1268,441,Active,April-9-2023 02:00 PM,April-9-2023 04:00 PM,https://www.redfin.com/CA/Mountain-View/1998-Montecito-Ave-94043/home/611290,MLSListings,ML81916214,N,Y,37.4062409,-122.092865
MLS Listing,,Single Family Residential,3202 Maddux Dr,Palo Alto,CA,94303,6288000,7,6.0,PALO ALTO,3950,8862,2023,85,1592,,Active,,,https://www.redfin.com/CA/Palo-Alto/3202-Maddux-Dr-94303/home/812840,MLSListings,ML81916184,N,Y,37.4362793,-122.1143874
MLS Listing,,Single Family Residential,728 Tolman Dr,Stanford,CA,94305,2988000,5,3.0,STANFORD,2979,13909,1970,86,1003,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/728-Tolman-Dr-94305/home/1651862,MLSListings,ML81916069,N,Y,37.4140358,-122.1546914
MLS Listing,,Single Family Residential,1285 Curtiss Ave,San Jose,CA,95125,3578888,5,4.5,SAN JOSE,3999,9470,2019,87,895,,Active,,,https://www.redfin.com/CA/San-Jose/1285-Curtiss-Ave-95125/home/838689,MLSListings,ML81916000,N,Y,37.3075809,-121.8950598
MLS Listing,,Single Family Residential,50 Amador Ave,Atherton,CA,94027,8498000,5,4.0,ATHERTON,3640,33900,1928,88,2335,,Active,,,https://www.redfin.com/CA/Atherton/50-Amador-Ave-94027/home/2014934,MLSListings,ML81915873,N,Y,37.4545554,-122.2149642
MLS Listing,,Single Family Residential,711 Hayne Rd,Hillsborough,CA,94010,6888000,5,5.5,HILLSBOROUGH,5955,37897,1938,89,1157,,Active,,,https://www.redfin.com/CA/Hillsborough/711-Hayne-Rd-94010/home/1869768,MLSListings,ML81915841,N,Y,37.5575293,-122.3451565
MLS Listing,,Single Family Residential,234 Albion Ave,Woodside,CA,94062,17800000,7,7.5,WOODSIDE,11490,144314,1935,89,1549,,Active,,,https://www.redfin.com/CA/Woodside/234-Albion-Ave-94062/home/1898699,MLSListings,ML81915820,N,Y,37.4300878,-122.2632397
MLS Listing,,Single Family Residential,0 Fillmore St,Santa Clara,CA,95054,1298900,4,4.5,SANTA CLARA,3500,9375,2023,89,371,,Active,,,https://www.redfin.com/CA/Santa-Clara/Fillmore-St-95054/home/161021928,MLSListings,ML81915818,N,Y,37.395895,-121.963977
MLS Listing,,Single Family Residential,2779 Aldworth Dr,San Jose,CA,95148,2188888,5,2.5,SAN JOSE,2243,9175,1979,93,976,,Active,April-8-2023 01:00 PM,April-8-2023 03:00 PM,https://www.redfin.com/CA/San-Jose/2779-Aldworth-Dr-95148/home/718391,MLSListings,ML81915581,N,Y,37.3341018,-121.786389
MLS Listing,,Single Family Residential,233 Park Ln,Atherton,CA,94027,49900000,6,9.5,ATHERTON,14215,56700,2022,93,3510,,Active,,,https://www.redfin.com/CA/Atherton/233-Park-Ln-94027/home/885482,MLSListings,ML81914113,N,Y,37.4455765,-122.2017972
MLS Listing,,Vacant Land,0 Mission Rd,Sunol,CA,94586,6000000,,,Sunol Valley,,8272000,,97,,,Active,,,https://www.redfin.com/CA/Sunol/0-MISSION-RD-94586/home/183052105,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41016254,N,Y,37.5867626,-121.8334868
MLS Listing,,Vacant Land,11401 Clayton Rd,San Jose,CA,95127,580000,,,San Jose,,58806,,97,,,Active,,,https://www.redfin.com/CA/San-Jose/11401-Clayton-Rd-95127/home/23471371,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41016249,N,Y,37.354883,-121.7921273
MLS Listing,,Single Family Residential,16000 GLEN UNA Dr,Los Gatos,CA,95030,4488000,3,3.0,LOS GATOS,3918,121320,1974,110,1145,,Active,,,https://www.redfin.com/CA/Los-Gatos/16000-Glen-Una-Dr-95030/home/112191911,MLSListings,ML81915057,N,Y,37.2363681,-122.0223661
MLS Listing,,Single Family Residential,4711 Robin Ct,Fremont,CA,94538,1649888,3,2.0,Morrison Meadows,1452,11780,1963,111,1136,,Active,,,https://www.redfin.com/CA/Fremont/4711-Robin-Ct-94538/home/1697999,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41015301,N,Y,37.5240648,-121.9698618
MLS Listing,,Single Family Residential,3370 Little Valley Rd,Sunol,CA,94586,4249000,6,6.5,Little Valley,5581,314503,2004,118,761,115,Active,,,https://www.redfin.com/CA/Sunol/3370-Little-Valley-Rd-94586/home/17187445,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41015593,N,Y,37.6196352,-121.8523915
MLS Listing,,Multi-Family (2-4 Unit),2067 La Con Ct,Campbell,CA,95008,2950000,9,8.0,CAMPBELL,4675,9643,1970,121,631,,Active,,,https://www.redfin.com/CA/San-Jose/2067-La-Con-Ct-95124/home/825610,MLSListings,ML81914540,N,Y,37.277835,-121.93292
MLS Listing,,Single Family Residential,930 Dry Creek Rd,San Jose,CA,95124,3775000,4,4.0,SAN JOSE,4399,20728,1938,121,858,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/930-Dry-Creek-Rd-95124/home/665425,MLSListings,ML81914236,N,Y,37.2788517,-121.933645
MLS Listing,,Single Family Residential,14470 Sobey Rd,Saratoga,CA,95070,3750000,3,2.0,SARATOGA,1548,40946,1952,122,2422,,Active,,,https://www.redfin.com/CA/Saratoga/14470-Sobey-Rd-95070/home/1674564,MLSListings,ML81914434,N,Y,37.2578796,-121.9996929
MLS Listing,,Single Family Residential,4602 Hill Top View Ln,San Jose,CA,95138,4050000,5,4.5,SAN JOSE,4639,11314,2003,126,873,180,Active,,,https://www.redfin.com/CA/San-Jose/4602-Hill-Top-View-Ln-95138/home/1093798,MLSListings,ML81914221,N,Y,37.2883416,-121.7958013
MLS Listing,,Single Family Residential,1101 Black Mountain Rd,Hillsborough,CA,94010,4390000,5,4.5,HILLSBOROUGH,4410,16450,1931,127,995,,Active,,,https://www.redfin.com/CA/Hillsborough/1101-Black-Mountain-Rd-94010/home/12226425,MLSListings,ML81898890,N,Y,37.5505207,-122.351513
MLS Listing,,Single Family Residential,132 San Ramon Dr,San Jose,CA,95111,1899000,6,3.0,SAN JOSE,4336,32513,1973,136,438,,Active,,,https://www.redfin.com/CA/San-Jose/132-San-Ramon-Dr-95111/home/739024,MLSListings,ML81913611,N,Y,37.2769822,-121.8307732
MLS Listing,,Single Family Residential,2189 Webster St,Palo Alto,CA,94301,8980000,6,7.0,PALO ALTO,5347,8568,2020,138,1679,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/2189-Webster-St-94301/home/590235,MLSListings,ML81913201,N,Y,37.4364031,-122.136725
MLS Listing,,Single Family Residential,21518 Saratoga Heights Dr,Saratoga,CA,95070,4750000,5,5.0,SARATOGA,5085,44431,1990,141,934,44,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Saratoga/21518-Saratoga-Heights-Dr-95070/home/1181890,MLSListings,ML81913386,N,Y,37.2579593,-122.0515612
MLS Listing,,Single Family Residential,3559 Mount Pleasant Ct,San Jose,CA,95148,1600000,6,4.0,Alum Rock,2809,8228,1970,145,570,,Active,,,https://www.redfin.com/CA/San-Jose/3559-Mount-Pleasant-Ct-95148/home/1481789,BAREIS,322098890,N,Y,37.3521634,-121.798182
MLS Listing,,Multi-Family (5+ Unit),143 N 8th St,San Jose,CA,95112,3050000,18,9.0,SAN JOSE,7167,9547,1961,150,426,,Active,,,https://www.redfin.com/CA/San-Jose/143-N-8th-St-95112/home/873054,MLSListings,ML81912638,N,Y,37.3416849,-121.8849446
MLS Listing,,Single Family Residential,15858 Rica Vista Way,San Jose,CA,95127,2988000,6,5.5,SAN JOSE,5124,16470,2008,152,583,,Active,,,https://www.redfin.com/CA/San-Jose/15858-Rica-Vista-Way-95127/home/12177292,MLSListings,ML81909578,N,Y,37.3828222,-121.805591
MLS Listing,,Single Family Residential,12874 Viscaino Rd,Los Altos Hills,CA,94022,10888000,6,6.5,LOS ALTOS HILLS,5400,79174,2022,156,2016,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Los-Altos-Hills/12874-Viscaino-Rd-94022/home/1009418,MLSListings,ML81912135,N,Y,37.3790493,-122.145477
MLS Listing,,Single Family Residential,349 Walsh Rd,Atherton,CA,94027,32500000,5,7.0,ATHERTON,11359,44431,2022,161,2861,,Active,,,https://www.redfin.com/CA/Atherton/349-Walsh-Rd-94027/home/1061461,MLSListings,ML81911822,N,Y,37.4342678,-122.216172
MLS Listing,,Vacant Land,20860 McClellan Rd,Cupertino,CA,95014-0100,12000000,,,Cupertino,,55321,,163,,33,Active,,,https://www.redfin.com/CA/Cupertino/20860-McClellan-Rd-95014/home/1659016,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41012815,N,Y,37.3154034,-122.03898
MLS Listing,,Single Family Residential,36089 Spruce St,Newark,CA,94560,1255000,3,2.0,Tamara,1240,8174,1975,163,1012,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Newark/36089-Spruce-St-94560/home/1837780,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41012274,N,Y,37.5355171,-122.0574437
MLS Listing,,Condo/Co-op,3909 Stevenson Blvd #207,Fremont,CA,94538,560000,2,2.0,Parkway Towers,1042,129105,1972,163,537,408,Active,,,https://www.redfin.com/CA/Fremont/3909-Stevenson-Blvd-94538/unit-207/home/2012321,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41012767,N,Y,37.5421147,-121.9733052
MLS Listing,,Single Family Residential,45651 Montclaire Ter,Fremont,CA,94539,6325000,5,5.5,Montclaire Ii,7440,81788,2006,169,850,110,Active,,,https://www.redfin.com/CA/Fremont/45651-Montclaire-Ter-94539/home/12113319,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41012316,N,Y,37.5151206,-121.9143763
MLS Listing,,Single Family Residential,6 Fairoaks Ct,San Mateo,CA,94403,2700000,3,4.0,Laurelwood,2420,11000,1959,169,1116,,Active,,,https://www.redfin.com/CA/San-Mateo/6-Fairoaks-Ct-94403/home/1191464,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41012267,N,Y,37.5333729,-122.3230415
MLS Listing,,Single Family Residential,262 Camino Al Lago,Atherton,CA,94027,9688000,4,5.5,ATHERTON,5690,31363,1982,171,1703,,Active,,,https://www.redfin.com/CA/Atherton/262-Camino-Al-Lago-94027/home/1892798,MLSListings,ML81910863,N,Y,37.4408916,-122.2098938
MLS Listing,,Single Family Residential,691 Fiesta Pl,Hayward,CA,94544,1200000,4,2.5,Holiday Estates,2668,8214,1966,176,450,,Active,,,https://www.redfin.com/CA/Hayward/691-Fiesta-Pl-94544/home/1261305,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41011728,N,Y,37.6318793,-122.0428872
MLS Listing,,Vacant Land,2100 Woods Ln,Los Altos,CA,94024,22500000,,,Los Altos,,387684,,178,,,Active,,,https://www.redfin.com/CA/Los-Altos/2100-Woods-Ln-94024/home/17495096,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41011421,N,Y,37.3384484,-122.0775501
MLS Listing,,Vacant Land,816 Hunter Ln,Fremont,CA,94539,3300000,,,Mission Foothill,,27007,,183,,,Active,,,https://www.redfin.com/CA/Fremont/816-Hunter-Ln-94539/home/167269082,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41010327,N,Y,37.5190452,-121.9120421
MLS Listing,,Single Family Residential,7777 Del Valle Rd,Livermore,CA,94550,1500000,3,2.0,Livermore,2800,217156,1938,184,536,,Active,,,https://www.redfin.com/CA/Livermore/7777-Del-Valle-Rd-94550/home/182177623,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41010860,N,Y,37.5738921,-121.6924187
MLS Listing,,Single Family Residential,1369 Canada Rd,Woodside,CA,94062,4750000,2,1.0,WOODSIDE,1120,47916,1953,198,4241,,Active,,,https://www.redfin.com/CA/Woodside/1369-Canada-Rd-94062/home/1837439,MLSListings,ML81907774,N,Y,37.4332929,-122.2571619
MLS Listing,,Single Family Residential,729 Murphy Dr,San Mateo,CA,94402,2850000,4,3.0,SAN MATEO,2860,8509,1973,201,997,,Active,,,https://www.redfin.com/CA/San-Mateo/729-Murphy-Dr-94402/home/1035041,MLSListings,ML81907761,N,Y,37.5439121,-122.3287958
MLS Listing,,Single Family Residential,"2216 Clarke Ave,",East Palo Alto,CA,94303,3900000,6,8.0,East Palo Alto,5920,8979,1929,206,659,,Active,,,https://www.redfin.com/CA/East-Palo-Alto/2216-Clarke-Ave-94303/home/143944543,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41008415,N,Y,37.4665163,-122.1345302
MLS Listing,,Single Family Residential,57 Roxbury Ln,San Mateo,CA,94402,4800000,4,4.0,SAN MATEO,4510,50380,1992,207,1064,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Mateo/57-Roxbury-Ln-94402/home/2038427,MLSListings,ML81888490,N,Y,37.5296799,-122.3502069
MLS Listing,,Townhouse,30 Roberts Rd,Los Gatos,CA,95032,3500000,4,4.0,LOS GATOS,3188,15000,2021,211,1098,575,Active,,,https://www.redfin.com/CA/Los-Gatos/30-Roberts-Rd-95032/home/1387178,MLSListings,ML81906795,N,Y,37.2329893,-121.9753378
MLS Listing,,Single Family Residential,20205 Saratoga Vista Ct,Saratoga,CA,95070,2998000,4,2.0,SARATOGA,2541,8223,1960,211,1180,,Active,April-8-2023 01:30 PM,April-8-2023 03:30 PM,https://www.redfin.com/CA/Saratoga/20205-Saratoga-Vista-Ct-95070/home/901260,MLSListings,ML81905460,N,Y,37.2701412,-122.0268069
MLS Listing,,Single Family Residential,3610 Welch Creek Rd,Sunol,CA,94586,1995000,4,2.5,Sunol,2915,948301,1974,217,684,,Active,,,https://www.redfin.com/CA/Sunol/3610-Welch-Creek-Rd-94586/home/180954706,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41004892,N,Y,37.5288486,-121.7991833
MLS Listing,,Single Family Residential,333 Raymundo Dr,Woodside,CA,94062,12750000,4,5.5,WOODSIDE,7267,130680,2000,218,1755,,Active,,,https://www.redfin.com/CA/Woodside/333-Raymundo-Dr-94062/home/102269432,MLSListings,ML81906076,N,Y,37.4457605,-122.2811837
MLS Listing,,Single Family Residential,76 Catalpa Dr,Atherton,CA,94027,8495000,5,6.0,ATHERTON,4310,37897,1940,218,1971,,Active,April-8-2023 01:30 PM,April-8-2023 05:00 PM,https://www.redfin.com/CA/Atherton/76-Catalpa-Dr-94027/home/2059178,MLSListings,ML81906014,N,Y,37.4691115,-122.1781083
MLS Listing,,Single Family Residential,236 & 238 S 31st St,San Jose,CA,95116,1450000,5,2.0,SAN JOSE,2150,11548,1920,219,674,,Active,,,https://www.redfin.com/CA/San-Jose/236-S-31st-St-95116/home/882926,MLSListings,ML81905890,N,Y,37.3465461,-121.8572618
MLS Listing,,Single Family Residential,3417 Kenneth Dr,Palo Alto,CA,94303,3500000,5,3.0,PALO ALTO,2394,8795,1958,226,1462,,Active,,,https://www.redfin.com/CA/Palo-Alto/3417-Kenneth-Dr-94303/home/594886,MLSListings,ML81905105,N,Y,37.4341408,-122.109817
MLS Listing,,Single Family Residential,1540 Pomeroy Ave,Santa Clara,CA,95051,2300000,2,1.0,SANTA CLARA,870,9020,1950,236,2644,,Active,,,https://www.redfin.com/CA/Santa-Clara/1540-Pomeroy-Ave-95051/home/1829346,MLSListings,ML81903936,N,Y,37.3516339,-121.9870107
MLS Listing,,Single Family Residential,1530 Pomeroy Ave,Santa Clara,CA,95051,2300000,2,1.0,SANTA CLARA,840,11195,1949,236,2738,,Active,,,https://www.redfin.com/CA/Santa-Clara/1530-Pomeroy-Ave-95051/home/1264014,MLSListings,ML81903926,N,Y,37.3514461,-121.9870107
MLS Listing,,Single Family Residential,150 Brookwood,Woodside,CA,94062,8250000,3,5.5,WOODSIDE,6711,43080,1948,240,1229,16,Active,,,https://www.redfin.com/CA/Woodside/150-Brookwood-Rd-94062/home/2059225,MLSListings,ML81903548,N,Y,37.4467198,-122.2465557
MLS Listing,,Single Family Residential,5593 Snowdon Pl,San Jose,CA,95138,6995000,5,5.5,SAN JOSE,8703,30928,2004,242,804,185,Active,April-9-2023 01:00 PM,April-9-2023 05:00 PM,https://www.redfin.com/CA/San-Jose/5593-Snowdon-Pl-95138/home/1299466,MLSListings,ML81902178,N,Y,37.2767601,-121.7566117
MLS Listing,,Single Family Residential,14 Sunkist Ln,Los Altos,CA,94022,4995000,3,3.5,LOS ALTOS,2780,13286,1959,250,1797,,Active,,,https://www.redfin.com/CA/Los-Altos/14-Sunkist-Ln-94022/home/635590,MLSListings,ML81901288,N,Y,37.381632,-122.1059787
MLS Listing,,Single Family Residential,36311 San Pedro,Fremont,CA,94536,2600000,7,6.0,Cabrillo Area,4800,14802,1986,268,542,,Active,,,https://www.redfin.com/CA/Fremont/36311-San-Pedro-Dr-94536/home/1920420,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41001572,N,Y,37.5526395,-122.0264517
MLS Listing,,Single Family Residential,35 Echo Ln,Woodside,CA,94062,3450000,4,4.5,WOODSIDE,4490,88862,1960,271,768,,Active,,,https://www.redfin.com/CA/Woodside/35-Echo-Ln-94062/home/1668618,MLSListings,ML81899491,N,Y,37.3841158,-122.2601601
MLS Listing,,Single Family Residential,210 Uplands Dr,Hillsborough,CA,94010,14999000,6,4.5,HILLSBOROUGH,5030,78880,1949,277,2982,,Active,,,https://www.redfin.com/CA/Hillsborough/210-Uplands-Dr-94010/home/1548881,MLSListings,ML81898893,N,Y,37.5601557,-122.3335144
MLS Listing,,Single Family Residential,15090 Park Dr,Saratoga,CA,95070,5950000,4,3.5,SARATOGA,3789,21000,1939,281,1570,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Saratoga/15090-Park-Dr-95070/home/1807818,MLSListings,ML81898707,N,Y,37.2489809,-122.0211208
MLS Listing,,Single Family Residential,1585 Black Mountain Rd,Hillsborough,CA,94010,6499950,5,5.0,HILLSBOROUGH,5180,24700,1958,299,1255,,Active,April-8-2023 01:30 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Hillsborough/1585-Black-Mountain-Rd-94010/home/732228,MLSListings,ML81895978,N,Y,37.5445258,-122.3622487
MLS Listing,,Single Family Residential,610 Los Trancos Rd,Palo Alto,CA,94304,53900000,5,6.5,PALO ALTO,21082,583704,2008,305,2557,,Active,,,https://www.redfin.com/CA/Palo-Alto/610-Los-Trancos-Rd-94304/home/1081316,MLSListings,ML81895229,N,Y,37.3683516,-122.199304
MLS Listing,,Single Family Residential,5307 Vicenza Way,San Jose,CA,95138,3300000,3,3.5,SAN JOSE,3703,12377,1997,322,891,120,Active,,,https://www.redfin.com/CA/San-Jose/5307-Vicenza-Way-95138/home/1719922,MLSListings,ML81892967,N,Y,37.2842407,-121.7649136
MLS Listing,,Vacant Land,0 Mt Eden Rd,Saratoga,CA,95070,1699000,,,Saratoga,,49352,,329,,,Active,,,https://www.redfin.com/CA/Saratoga/Mt-Eden-Rd-95070/home/161055700,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40990389,N,Y,37.270133,-122.059873
MLS Listing,,Single Family Residential,15880 Lomas Ln,Los Gatos,CA,95030,3998000,5,3.0,LOS GATOS,5400,56628,1978,337,740,,Active,,,https://www.redfin.com/CA/Los-Gatos/15880-Lomas-Ln-95030/home/1100431,MLSListings,ML81890562,N,Y,37.2368434,-122.008554
MLS Listing,,Condo/Co-op,1 Baldwin Ave #517,San Mateo,CA,94401,765000,2,2.0,SAN MATEO,1429,86325,1988,337,535,6439,Active,,,https://www.redfin.com/CA/San-Mateo/1-Baldwin-Ave-94401/unit-517/home/1703771,MLSListings,ML81890463,N,Y,37.5662399,-122.3281563
MLS Listing,,Vacant Land,3800 Adams Ave,Fremont,CA,94538,6000000,,,Fremont,,26364,,354,,,Active,,,https://www.redfin.com/CA/Fremont/3800-Adams-Ave-94538/home/704456,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40989560,N,Y,37.5296232,-121.9563319
MLS Listing,,Single Family Residential,2 Valley Rd,Atherton,CA,94027,11995000,6,6.5,ATHERTON,6157,43957,2007,398,1948,,Active,,,https://www.redfin.com/CA/Atherton/2-Valley-Rd-94027/home/2100329,MLSListings,ML81881151,N,Y,37.4267543,-122.2243713
MLS Listing,,Multi-Family (5+ Unit),1893 Woodland Ave,East Palo Alto,CA,94303,8999000,,,EAST PALO ALTO,1500,48787,1945,404,5999,,Active,,,https://www.redfin.com/CA/East-Palo-Alto/1893-Woodland-Ave-94303/home/161294027,MLSListings,ML81880191,N,Y,37.4537657,-122.1305929
MLS Listing,,Vacant Land,14705 Kincaid Rd,San Jose,CA,95140,1755000,,,San Jose,,4180453,,503,,,Active,,,https://www.redfin.com/CA/Mt-Hamilton/14705-Kincaid-Rd-95140/home/21839252,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40974784,N,Y,37.3797543,-121.6708328
MLS Listing,,Other,6821 Silver Creek Rd,San Jose,CA,95138,6995000,2,1.0,SAN JOSE,800,4443120,1970,536,8744,,Active,,,https://www.redfin.com/CA/San-Jose/6821-Silver-Creek-Rd-95138/home/12261791,MLSListings,ML81860731,N,Y,37.2643092,-121.747352
MLS Listing,,Single Family Residential,1900 Bear Gulch Rd,San Gregorio,CA,94074,18500000,13,10.0,SAN GREGORIO,7239,24567840,1910,565,2556,,Active,,,https://www.redfin.com/CA/San-Gregorio/1900-Bear-Gulch-Rd-94074/home/28898375,MLSListings,ML81860050,N,Y,37.3267951,-122.3529481
MLS Listing,,Single Family Residential,653 Cabrillo Ave,Stanford,CA,94305,2300000,5,3.5,STANFORD,3214,78349,1920,613,716,,Active,,,https://www.redfin.com/CA/Stanford/Cabrillo-Ave-94305/home/1561279,MLSListings,ML81853004,N,Y,37.4170177,-122.1651809
MLS Listing,,Single Family Residential,1 Reids Roost Rd,Woodside,CA,94062,5250000,4,5.5,WOODSIDE,10003,219237,2005,626,525,,Active,,,https://www.redfin.com/CA/Woodside/1-Reids-Roost-Rd-94062/home/1535956,MLSListings,ML81854209,N,Y,37.4026336,-122.2975966
MLS Listing,,Multi-Family (5+ Unit),214 W Ahwanee Ave,Sunnyvale,CA,94085,13999000,20,24.0,SUNNYVALE,31696,31576,2020,888,442,,Active,,,https://www.redfin.com/CA/Sunnyvale/214-W-Ahwanee-Ave-94085/home/1508781,MLSListings,ML81818434,N,Y,37.3977057,-122.0248086
MLS Listing,,Single Family Residential,5660 Alpine Rd,Portola Valley,CA,94028,19000000,6,10.0,PORTOLA VALLEY,14500,1817236,2006,964,1310,,Active,,,https://www.redfin.com/CA/Portola-Valley/5660-Alpine-Rd-94028/home/1233276,MLSListings,ML81803721,N,Y,37.3499012,-122.2123375
